descSucursal,descProyecto,Actividad,tipoRestriccion,fechaRegistro
BOGOTA ,SAN LUCAS LA QUINTA,T10 ASCENSOR,Materiales,2023-08-17 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,PQDERO CIM Excavacion comun,Contratos,2024-01-27 00:00:00
BOGOTA ,PEÑON DE ALICANTE,PORT  ASEO,Contratos,2023-10-09 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,Z.SOC TEATR - Inst Sillas,Materiales,2024-02-15 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,T2 RED HID aptos Prueba 2,Contratos,2024-02-14 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 INST. NOMENCLATURA APARTAMENTO PISO 1-22,Contratos,2024-03-13 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 SUM CLOSET,Contratos,2023-10-09 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,CH MAMP - PAÑETE,Materiales,2024-02-22 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,P.SOTANOS - Instalacion tuberia red de gas,Diseños,2024-08-12 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,PORT-EDIF COMUN - Cajas y pozos de inspeccion aguas negras y lluvias,Diseños,2023-11-16 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,PROGRAMA DE MANEJO AMBIENTAL DE RCD,Materiales,2024-02-14 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,PORT - Piso y guardaescobas,Materiales,2024-03-13 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,T1 RED HID pto fijo Caja medidores,Materiales,2024-03-15 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T3 MAMPOSTERIA INTERIOR PISO 1-24,Contratos,2024-01-16 00:00:00
BOGOTA ,BURDEOS CIUDAD LA SALLE,SOTANO CIM Pilotes PLZ 4,Otra,2024-04-11 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 INST. CITOFONOS PISO 1-22,Otra,2024-03-13 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,PQDERO Desagues,Materiales,2024-01-27 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T3 COLUMNAS Y PLACAS PISO 1-24,Contratos,2024-01-16 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 CAMPANA EXTRACTORA,Materiales,2024-01-09 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,PQDERO Bajante aguas lluvia,Diseños,2024-07-29 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T1 EST Muro placa,Materiales,2024-04-02 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 ENCHAPE PISO Y MURO COCINAS PISO 1-24,Diseños,2024-04-23 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 PRUEBAS RED CONTRAINCENDIOS,Otra,2024-02-09 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,CH CARP METALICA,Contratos,2023-11-16 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,T1 CIM Solado,Materiales,2024-05-15 00:00:00
BOGOTA ,PASEO DE SEVILLA,T-5 MAMP. INTERIOR PISO 1-4,Contratos,2023-10-25 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 COLUMNAS Y PLACAS PISO 1-24,Equipos,2024-04-23 00:00:00
BOGOTA ,PASEO SAN RAFAEL,E1 (T1-T2) Excavacion Red Interna de Gas,Contratos,2024-04-02 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,T1 CIM Fundida cimentacion superficial vigas,Seguridad y Espacio,2024-05-15 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T2 MORTERO PUNTO FIJO ESCALERA 2,Contratos,2024-03-19 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,Z.SOCIAL E1 - Mamposteria de Fachada e interna,Contratos,2024-03-19 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,T04 Suministro Puerta cortafuego,Diseños,2024-07-29 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,PARQUE ZONAL Instalacion de Bordilo,Contratos,2024-09-03 00:00:00
BOGOTA ,BURDEOS CIUDAD LA SALLE,SOT Montante hidraulica,Diseños,2024-08-15 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,PORTERIA Lavada de fachada,Contratos,2024-08-15 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,E1 PQDERO SUPERFICIAL Replanteo y nivelacion de subrasante,Contratos,2024-07-22 00:00:00
BOGOTA ,URBANISMO TRES QUEBRADAS,Muro en tierra armado La Cristalina (parque),Diseños,2024-06-12 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,T9 CIM Excavacion comun,Contratos,2024-07-22 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,P.SOTANOS Instalacion lamparas e iluminacion sotanos,Equipos,2024-07-16 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T 1-2-3 - Conexión alcantarillado Interno - Pozo Existente,Otra,2024-07-16 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T8 BAJANTE SANITARIAyLLUVIAS,Materiales,2024-07-25 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T6 PUERTA BAÑO,Materiales,2024-07-25 00:00:00
BOGOTA ,LA PALMA,EDIFICIO ZONA SOCIAL - Estructura metalica,Contratos no Categorizables,2024-07-25 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,Z.SOC-EDIF COMUN - Montaje subestacion - Tableros y plantas de emerg.,Diseños,2024-08-12 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,T01 Antepiso,Materiales,2024-07-26 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 CARGUE DE PISOS APTOS PISO 1-24,Equipos,2024-07-16 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,CUB CH - Impermeabilizacion de pisos,Contratos,2024-08-20 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T6 PUERTA BAÑO,Materiales,2024-07-31 00:00:00
BOGOTA ,BURDEOS CIUDAD LA SALLE,SOTANO CIM Descabece de pilotes T1,Diseños,2024-07-26 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T1 aptos Enchape baños,Materiales,2024-08-07 00:00:00
BOGOTA ,LA CRUZ,G1 T1-2 Y 3 INSTALACIONES GAS,Materiales,2024-07-04 00:00:00
BOGOTA ,LA CABRERA,E2 T20 A 15 INSTALACIONES HIDRAULICAS,Materiales,2024-07-26 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T1 MUROS aptos Perfiles drywall,Contratos,2024-08-07 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T7 CARGUE PISOS,Materiales,2024-07-25 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,PQDERO Antepiso,Materiales,2024-08-02 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,T1-T2  CERRAMIENTO PERIMETRAL Excavacion cimentacion,Diseños,2024-07-19 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,PORTERIA Carpinteria de Aluminio fachada,Diseños,2024-07-19 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 PUNTOS Y PROLONGACIONES HIDROSANITARIAS PISO 1-24,Materiales,2024-07-30 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T8 ASCENSOR,Materiales,2024-08-08 00:00:00
BOGOTA ,LA CRUZ,G1 T1-2 Y 3 INST VENTANERIA,Materiales,2024-08-15 00:00:00
BOGOTA ,LA CABRERA,"EDIFICIO ZONA SOCIAL (PORTERIA, ADMINISTRACION, SALONES DE REUNIONES) - ESTRUCTURA",Materiales,2024-08-16 00:00:00
BOGOTA ,LA CABRERA,E1 T34 A 29 Superboard aptos,Contratos,2024-07-26 00:00:00
BOGOTA ,LORCA,T1 FRISO Vacio int serie 08,Equipos,2024-08-07 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,PQDERO Izaje torre grua,Equipos,2024-07-30 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T7 MONTANTEyPRUEBA HIDRAULICA,Materiales,2024-07-31 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,Z.SOCIAL 2 - Mamposteria de Fachada,Contratos,2023-10-23 00:00:00
BOGOTA ,PASEO SAN RAFAEL,SUBESTACION ELEC estructura,Equipos,2024-08-21 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PQDERO Mamposteria antepechos,Materiales,2024-08-07 00:00:00
BOGOTA ,LA CRUZ,EDIFICIO ZONA SOCIAL - CUB IMPERMEABILIZACION,Contratos,2024-06-13 00:00:00
BOGOTA ,LA PALMA,G3 T8-1 MAMPOSTERIA INTERNA,Contratos no Categorizables,2024-09-13 00:00:00
BOGOTA ,LA CRUZ,URB Red de media tension,Otra,2024-09-19 00:00:00
BOGOTA ,LA PEÑA,G1 T12-T7 ESTRUCTURA Muro placa,Materiales,2024-09-24 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PORTERIA Mamposteria interna,Materiales,2024-08-27 00:00:00
BOGOTA ,VERDANIA BOSQUES DE GUAYMARAL,Excavacion Mecanica SOT 1,Materiales,2025-03-13 00:00:00
BOGOTA ,LA CRUZ,G3 T7-8 Y 9 INSTALACIONES GAS,Materiales,2024-09-26 00:00:00
BOGOTA ,LA CRUZ,URB Via Estructura del pavimento,Contratos,2024-06-13 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,BICI ESTRUCTURA METALICA,Materiales,2024-07-31 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,SOT PQDERO EST Topellantas,Materiales,2025-02-07 00:00:00
BOGOTA ,LA PALMA,G3 T8-1 Aparatos Meson- estufa,Contratos,2024-09-26 00:00:00
BOGOTA ,LA PALMA,G1 T15-16-17-18 Y 19 IMPERMEABILIZACION DE FACHADA,Contratos,2024-04-12 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,CLUB HOUSE 01 Red CI,Contratos,2024-07-29 00:00:00
BOGOTA ,LORCA,T1 Desagues cajas de inspeccion,Otra,2024-09-18 00:00:00
BOGOTA ,LA PALMA,G2 T9-10-11-12-13 Y 14 PAÑETE APTOS,Contratos no Categorizables,2024-09-26 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,T04 aptos Enchape baños,Diseños,2024-07-29 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T3 aptos Mamposteria interna y fachada,Materiales,2024-10-16 00:00:00
BOGOTA ,LA PALMA,E1 G2 T9-14 pto fijo Piso tablon,Contratos no Categorizables,2024-09-26 00:00:00
BOGOTA ,LA CRUZ,URB Via Estructura del pavimento,Materiales,2024-08-01 00:00:00
BOGOTA ,LA PALMA,EDIFICIO ZONA SOCIAL - Pintura,Contratos,2024-09-26 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T3 EST Muro placa,Materiales,2024-10-16 00:00:00
BOGOTA ,URBANISMO TRES QUEBRADAS,"4-3 eje 11 K0+300 A K0+430 Instalación de red de acueducto (Exc, Inst y Relleno)",Materiales,2024-10-23 00:00:00
BOGOTA ,LA CRUZ,G1 T1-2 Y 3  INST PUERTA METALICA DE ACCESO,Otra,2024-10-10 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T3 aptos Mamposteria interna y fachada,Materiales,2024-10-16 00:00:00
BOGOTA ,EL CAMPO,T18-T20 Cimentacion,Diseños,2024-10-23 00:00:00
BOGOTA ,LA CRUZ,G3 T7-8 Y 9 INST PUERTA METALICA DE ACCESO,Otra,2024-10-10 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,Z.SOC BASURAS - Inst. de piso,Seguridad y Espacio,2024-10-22 00:00:00
BOGOTA ,EL CAMPO,Conformacion terraza T21-T27,Otra,2024-11-13 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,DESMONTE TORRE GRUA POSICION 1,Equipos,2024-10-29 00:00:00
BOGOTA ,LA PEÑA,PQDERO Prolongacion instalaciones electricas,Materiales,2024-11-26 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,Andenes 17 a 17p Instalación adoquín,Seguridad y Espacio,2024-10-23 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T1 Lavaplatos,Materiales,2024-10-16 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,SOT PQDERO Pasamanos en puntos fijos,Contratos,2024-04-26 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,Planta de Emergencia Inst tubo desfogue,Diseños,2024-07-29 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PQDERO Pasamanos en puntos fijos,Contratos,2024-01-18 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,Z.SOCIAL 1 - Estuco y primera mano muros,Diseños,2024-08-12 00:00:00
BOGOTA ,LINZ E1,T1 ESCALERA Mortero,Contratos,2024-09-10 00:00:00
BOGOTA ,EL CAMPO,E1 Red Ppal Construccion de pozos y sumideros red de alcantarillado,Diseños,2024-10-30 00:00:00
BOGOTA ,EL CAMPO,Inst y relleno tuberia de alcantarillado torres T12-T14,Diseños,2024-10-30 00:00:00
BOGOTA ,EL CAMPO,Red de comunicaciones y TV a torres T4-T5,Diseños,2024-10-30 00:00:00
BOGOTA ,ZURI - ZENTRAL,T2 CIM Pilotes prueba de integridad,Contratos,2025-02-12 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,T1 Llegada de ascensor a obra,Contratos,2024-08-13 00:00:00
BOGOTA ,LA PEÑA,PORTERIA Localizacion y replanteo,Materiales,2025-01-08 00:00:00
BOGOTA ,LA CRUZ,URB Inst Tuberia de alcantarillado pluvial,Materiales,2025-01-16 00:00:00
BOGOTA ,LA CABRERA,E1 T34 A 29 ALAMBRADO ELECTRICO,Materiales,2025-01-17 00:00:00
BOGOTA ,LORCA,PQDERO Mamposteria interna,Materiales,2024-09-17 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,SOT PQDERO EST Topellantas,Contratos,2025-01-30 00:00:00
BOGOTA ,LA PEÑA,G2 T20-T19 Y T6-T1  Inst Puerta metalica de acceso,Materiales,2025-05-28 00:00:00
BOGOTA ,ZURI - ZENTRAL,T3 CIM Prehuecos,Diseños,2025-01-29 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,TQ Lavado y desinfeccion tanque,Contratos,2024-08-13 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,DESMONTE TORRE GRUA POSICION 1,Equipos,2025-01-28 00:00:00
BOGOTA ,LA PEÑA,G1 T12-T7 INSTALACIONES HIDRAULICAS,Materiales,2025-02-04 00:00:00
BOGOTA ,LINZ E1,PORTERIA Enchape,Contratos,2024-08-14 00:00:00
BOGOTA ,LA CABRERA,E1 T24 A 21 Aparatos electricos,Otra,2025-02-14 00:00:00
BOGOTA ,LA CABRERA,E1 T34 A 29 ENCHAPE BAÑO,Materiales,2025-02-14 00:00:00
BOGOTA ,LA CRUZ,URB Replanteo y siembra de zonas verdes,Materiales,2025-02-17 00:00:00
BOGOTA ,LA CABRERA,E2 T14 A 8 CIM FUNDIDA CIMENTACION ZAPATAS,Materiales,2025-02-14 00:00:00
BOGOTA ,LA PEÑA,PQDERO CIM Fundida zapatas,Materiales,2025-02-25 00:00:00
BOGOTA ,LA PEÑA,PQDERO CIM Fundida zapatas,Equipos,2025-03-11 00:00:00
BOGOTA ,LA CABRERA,E2 T14 A 8 Mamposteria aptos,Materiales,2025-02-28 00:00:00
BOGOTA ,LA PEÑA,G4 T29-T25 Estructura muro-placa,Seguridad y Espacio,2025-03-18 00:00:00
BOGOTA ,EL CAMPO,PQDERO EST Escaleras,Equipos,2025-03-10 00:00:00
BOGOTA ,LORCA,T1 Inst puerta provisional,Contratos,2024-04-10 00:00:00
BOGOTA ,PASEO SAN RAFAEL,PTA EMERGENCIA Inst tubo desfogue,Contratos,2024-08-07 00:00:00
BOGOTA ,VERDANIA BOSQUES DE GUAYMARAL,SOTANO CIM Pilotes hincados,Equipos,2025-03-22 00:00:00
BOGOTA ,VERDANIA BOSQUES DE GUAYMARAL,Excavacion Mecanica SOT 1,Contratos,2025-02-06 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,PQDERO Llegada de ascensor a obra,Contratos,2024-07-29 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T3 INST. APARATOS SANITARIOS PISO 1-24,Materiales,2025-01-14 00:00:00
BOGOTA ,CHAMONIX CIUDAD LA SALLE,T1 Red CI pto fijo acometida en cimentacion,Contratos no Categorizables,2025-03-27 00:00:00
BOGOTA ,EL CAMPO,Tanque Armado y fundida muros tanque,Materiales,2025-03-31 00:00:00
BOGOTA ,LORCA,T1 Suministro Puerta cortafuego,Materiales,2025-04-23 00:00:00
BOGOTA ,LA TERRA ALSACIA RESERVADO,T2 RELLENO POR CAPAS RECEBO + MATERIAL DEL SITIO,Materiales,2025-02-26 00:00:00
BOGOTA ,LA CABRERA,E2 T20 A 15 ESTRUCTURA Muro placa P1-P6,Materiales,2025-05-02 00:00:00
BOGOTA ,EL CAMPO,URB MOVIMIENTO DE TIERRA - T18-T20,Contratos,2024-12-11 00:00:00
BOGOTA ,LORCA,PORTERIA Cub impermeabilizacion,Contratos,2024-04-10 00:00:00
BOGOTA ,URBANISMO TRES QUEBRADAS,Pruebas de redes de alcantarillado sanitario y desinfección,Materiales,2025-05-08 00:00:00
BOGOTA ,LA PEÑA,G2 T20-T19 Y T6-T1 Estructura muro placa,Materiales,2025-04-23 00:00:00
BOGOTA ,ZURI - ZENTRAL,T2 CIM Fundida cimentacion superficial vigas (Incluye Dados),Otra,2025-05-14 00:00:00
BOGOTA ,EL CAMPO,T1-T3 Estructura muro placa,Equipos,2025-05-19 00:00:00
BOGOTA ,ZURI - ZENTRAL,TANQUE 1 Excavacion y perfilada muro de contencion,Contratos,2025-02-12 00:00:00
BOGOTA ,LA PEÑA,E1 Red Ppal Inst Tuberia de alcantarillado pluvial,Materiales,2025-06-04 00:00:00
BOGOTA ,LA PEÑA,E1 Red Ppal Inst Tuberia de alcantarillado pluvial,Materiales,2025-06-04 00:00:00
BOGOTA ,LA PEÑA,PQDERO Montante hidraulica,Materiales,2025-04-30 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T3 ARMADO Y FUNDIDA PLACA ANTEPISO,Equipos,2025-05-29 00:00:00
BOGOTA ,LA PEÑA,PQDERO Mamposteria interna,Materiales,2025-06-18 00:00:00
BOGOTA ,LA PEÑA,G2 T20-T19 Y T6-T1 RED GAS estructura,Materiales,2025-05-21 00:00:00
BOGOTA ,LORCA,T1 Cub Impermeabilizaciones,Contratos,2024-09-18 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,T1 Inst elec aptos Citofonos,Contratos no Categorizables,2024-10-08 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,P.SOTANOS S3 - Instalacion tuberias sanitarias y lluvias,Diseños,2024-08-12 00:00:00
BOGOTA ,LA TERRA ALSACIA RESERVADO,T2 PASES PARA DESAGUES,Materiales,2025-02-26 00:00:00
BOGOTA ,LA PEÑA,PQDERO EST Armado y fundida estructura,Equipos,2025-05-21 00:00:00
BOGOTA ,LORCA,PORTERIA Instalacion muebles de madera,Contratos,2024-04-10 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,P.SOTANOS - Instalacion tuberia red de gas,Contratos,2025-03-13 00:00:00
BOGOTA ,LA TERRA ALSACIA RESERVADO,T2 MAMPOSTERIA FACHADA PISOS 1 a 18,Mano de obra,2025-03-06 00:00:00
BOGOTA ,EL CAMPO,T1-T3 Mamposteria de fachada e interna,Otra,2025-06-12 00:00:00
BOGOTA ,LA CABRERA,E1 T24 A 21 Enchape cocina,Contratos,2025-06-27 00:00:00
BOGOTA ,LA TERRA ALSACIA RESERVADO,T2 MAMPOSTERIA FACHADA PISOS 1 a 18,Contratos,2025-03-06 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T1-4 Cimentación cerramiento,Contratos,2024-08-12 00:00:00
BOGOTA ,EL CAMPO,PORTERIA CIM Relleno,Otra,2025-07-31 00:00:00
BOGOTA ,LA PEÑA,G1 T12-T7 Aparatos electricos,Materiales,2025-08-06 00:00:00
BOGOTA ,VERDANIA BOSQUES DE GUAYMARAL,T1 EST Muro placa P1-P21,Diseños,2025-07-10 00:00:00
BOGOTA ,BURDEOS CIUDAD LA SALLE,T1 Inst de puerta ppal en madera,Materiales,2025-03-10 00:00:00
BOGOTA ,LA PEÑA,G1 T12-T7 RED HID aptos mamposteria,Materiales,2025-08-13 00:00:00
BOGOTA ,CHAMONIX CIUDAD LA SALLE,T1 aptos Mortero Cabina Ducha,Contratos,2025-03-27 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T4 MONTAJE RED CONTRAINCENDIOS,Materiales,2025-09-09 00:00:00
BOGOTA ,METROPOLI 30,SOT T1-T2 Mamposteria interna,Contratos,2025-06-03 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,"T2 INST. ESTUFA, CALENTADOR Y HORNO PISO 1-16",Diseños,2024-08-12 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,PQDERO Inst quicios ascensor,Contratos no Categorizables,2024-10-08 00:00:00
BOGOTA ,LORCA,CLUB HOUSE 2 Puertas metalicas,Contratos,2025-09-10 00:00:00
BOGOTA ,EL CAMPO,Tanque Instalaciones electricas cuarto de maquinas,Contratos,2025-05-12 00:00:00
BOGOTA ,LA PEÑA,G3 T18-T13 Aparatos electricos,Materiales,2025-09-17 00:00:00
BOGOTA ,LA TERRA ALSACIA RESERVADO,T2 MUROSyPLACAS PISOS 2 a 18,Otra,2025-09-25 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T3 Porcelana Sanitaria,Materiales,2025-09-30 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,Z.SOC-EDIF COMUN - Montaje subestacion - Tableros y plantas de emerg.,Contratos,2025-03-13 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T3 Porcelana Sanitaria,Materiales,2025-09-30 00:00:00
BOGOTA ,LA PEÑA,Red ppal Inst de tuberia red interna de gas,Materiales,2025-10-08 00:00:00
BOGOTA ,LA PALMA,G3 T8-1 Instalaciones Sanitarias,Materiales,2025-10-07 00:00:00
BOGOTA ,LA PALMA,G3 T8-1 ESTRUCTURA Muro placa P1-P6,Contratos no Categorizables,2025-10-07 00:00:00
BOGOTA ,LA PALMA,E1 G3 T8-1 pto fijo Piso tablon,Materiales,2025-10-07 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,T9 fachada impermeabilizacion fachada ppal,Contratos no Categorizables,2024-10-08 00:00:00
BOGOTA ,URBANISMO TRES QUEBRADAS,6-7 Eje 18 K0+230 A K0+320 Instalación adoquín o loseta,Mano de obra,2025-10-06 00:00:00
BOGOTA ,LA TERRA ALSACIA RESERVADO,T2 MAMPOSTERIA FACHADA PISOS 1 a 18,Otra,2025-09-25 00:00:00
BOGOTA ,URBANISMO TRES QUEBRADAS,Muro en tierra armado La Cristalina (parque),Otra,2025-10-06 00:00:00
BOGOTA ,PASEO SAN RAFAEL,T3 Red de T.V. y Red de Telefonos,Contratos,2025-10-14 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T3 INST PUERTAS PPAL,Contratos,2025-05-29 00:00:00
BOGOTA ,LA PEÑA,G1 T12-T7 SUPERBOARD MUROS pto fijo,Otra,2025-08-27 00:00:00
BOGOTA ,CHAMONIX CIUDAD LA SALLE,T2 aptos Mortero Cabina Ducha,Contratos,2025-03-27 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T2 INST. MESON COCINA PISO 1-16,Contratos,2025-03-13 00:00:00
BOGOTA ,METROPOLI 30,T1 Izaje torre grua,Equipos,2025-10-01 00:00:00
BOGOTA ,METROPOLI 30,SOT T1-T2 CIM Pilotes Preexcavados,Materiales,2025-09-09 00:00:00
BOGOTA ,LA PEÑA,G5 T21-T24 Cimentacion,Materiales,2025-11-26 12:19:13
BOGOTA ,SAN LUCAS LA QUINTA,E3 ZONAS VERDES,Materiales,2025-07-04 00:00:00
BOGOTA ,SAN MATEO - LA QUINTA,POOL HOUSE Inst de mesones,Materiales,2026-01-06 09:54:26
BOGOTA ,CHAMONIX CIUDAD LA SALLE,EDIFICIO COMUNAL Inst puerta metalica,Contratos,2025-03-27 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,Z.SOC 1 SAL COM - Inst. carpinteria metalica y madera,Materiales,2025-11-12 00:00:00
BOGOTA ,LA PEÑA,G1 T12-T7 INSTALACIONES SANITARIAS,Materiales,2025-11-26 12:34:29
BOGOTA ,BURDEOS CIUDAD LA SALLE,TQ Impermeabilizacion tanque,Contratos,2024-08-15 00:00:00
BOGOTA ,LA PEÑA,G3 T18-T13 Ducterias electricas,Materiales,2025-12-17 14:47:03
BOGOTA ,SAN SEBASTIAN LA QUINTA,PQDERO CIM NIV -1 Fundida cimentacion superficial vigas,Materiales,2026-01-07 14:38:56
BOGOTA ,CHAMONIX CIUDAD LA SALLE,EDIFICIO COMUNAL Inst ventaneria aluminio,Materiales,2025-12-15 10:20:03
BOGOTA ,METROPOLI 30,SOT T1-T2 Mamposteria interna,Diseños,2025-10-07 00:00:00
BOGOTA ,METROPOLI 30,T1 Izaje torre grua,Equipos,2025-10-01 00:00:00
BOGOTA ,EL CAMPO,T1-T3 Aparatos electricos,Materiales,2026-01-14 10:44:50
BOGOTA ,URBANISMO TRES QUEBRADAS,2-3 eje 10 K0+170 A K0+410 Construccion de pozos pluviales,Materiales,2026-01-22 09:01:22
BOGOTA ,EL CAMPO,SENDEROS PEATONALES T1-T3,Materiales,2025-12-26 10:57:29
BOGOTA ,METROPOLI 30,"T1 EST Columna, muro y placa P1-P20",Materiales,2026-02-11 12:13:48
BOGOTA ,SAN MATEO - LA QUINTA,PQDERO EST Cto de maquinas,Contratos,2025-10-21 00:00:00
BOGOTA ,LA PEÑA,G1 T12-T7 Alambrado electrico,Materiales,2026-01-28 11:06:18
BOGOTA ,METROPOLI 30,T1 Excavacion a maquina,Mano de obra,2026-02-11 11:28:27
BOGOTA ,SAN SEBASTIAN LA QUINTA,T1 CIM Prehuecos,Contratos,2026-01-14 14:41:07
BOGOTA ,EL CAMPO,URB MOVIMIENTO DE TIERRA - T18-T20,Mano de obra,2026-02-11 13:57:07
BOGOTA ,METROPOLI 30,T1 Red de T.V,Contratos,2025-09-09 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,T03 Mod B CIM Solado,Materiales,2026-02-13 15:28:42
BOGOTA ,LORCA,CLUB HOUSE 2 Prolongacion instalaciones electricas,Diseños,2026-02-04 11:24:06
BOGOTA ,METROPOLI 30,SOT T1-T2 CIM Pilotes Preexcavados,Equipos,2025-10-01 00:00:00
BOGOTA ,LA PEÑA,G3 T18-T13 Estructura muro-placa,Materiales,2026-02-04 16:10:21
BOGOTA ,EL CASTELL IBERIA RESERVADO,PORTERIA Inst de mesones,Contratos,2024-07-29 00:00:00
BOGOTA ,LA PEÑA,G3 T18-T13 RED SAN aptos estructura,Materiales,2026-02-18 09:45:09
BOGOTA ,METROPOLI 30,"T2 EST Columna, muro y placa P1-P20",Materiales,2026-02-11 12:38:15
BOGOTA ,METROPOLI 30,"T2 EST Columna, muro y placa P1-P20",Materiales,2026-02-11 12:39:55
BOGOTA ,METROPOLI 30,"T2 EST Columna, muro y placa P1-P20",Materiales,2026-02-11 12:41:50
